description,_id,size,date,probability_1_class,probability_1_value,probability_2_class,probability_2_value,probability_3_class,probability_3_value,probability_4_class,probability_4_value,probability_5_class,probability_5_value,probability_6_class,probability_6_value,probability_7_class,probability_7_value,probability_8_class,probability_8_value,probability_9_class,probability_9_value,probability_10_class,probability_10_value,probability_11_class,probability_11_value,probability_12_class,probability_12_value,probability_13_class,probability_13_value,probability_14_class,probability_14_value,probability_15_class,probability_15_value,probability_16_class,probability_16_value
 Campus Miraflores,62801b2bae49cd33b56d4aa7,8640044,2022-05-13 17:16:34,alerts/siren,0.251,mechanical/air_conditioner,0.23399999999999999,mechanical/others,0.17800000000000002,alerts/horns,0.08199999999999999,environmental/others,0.052000000000000005,Music/music,0.046,animal/others,0.045,environmental/wind,0.028999999999999998,humans/others,0.028999999999999998,vehicles/airborne,0.024,animal/dog,0.011000000000000001,,,,,,,,,,
 Campus Miraflores,62801b8dae49cd33b56d4aae,8640044,2022-05-14 15:01:23,environmental/wind,0.264,vehicles/airborne,0.147,environmental/others,0.141,alerts/siren,0.14,alerts/horns,0.127,mechanical/air_conditioner,0.037000000000000005,mechanical/others,0.035,Music/music,0.032,humans/others,0.027000000000000003,environmental/rain,0.016,animal/others,0.013000000000000001,animal/bird,0.011000000000000001,,,,,,,,
 Campus Miraflores,62801c32ae49cd33b56d4aba,8640044,2022-05-13 15:42:38,alerts/siren,0.335,mechanical/others,0.147,environmental/wind,0.106,mechanical/air_conditioner,0.085,alerts/horns,0.077,Music/music,0.055999999999999994,animal/others,0.052000000000000005,vehicles/airborne,0.045,humans/others,0.040999999999999995,environmental/others,0.028999999999999998,animal/dog,0.01,animal/bird,0.01,,,,,,,,
 Campus Miraflores,62801c43ae49cd33b56d4abb,8640044,2022-05-14 18:09:14,alerts/siren,0.245,Music/music,0.149,mechanical/others,0.145,mechanical/air_conditioner,0.1,environmental/others,0.092,alerts/horns,0.08900000000000001,animal/others,0.05,environmental/wind,0.048,humans/others,0.037000000000000005,animal/dog,0.027999999999999997,,,,,,,,,,,,
 Campus Miraflores,62801c5aae49cd33b56d4abd,8640044,2022-05-13 17:51:54,environmental/wind,0.41700000000000004,alerts/siren,0.243,animal/others,0.08199999999999999,alerts/horns,0.053,environmental/others,0.044000000000000004,animal/bird,0.04,mechanical/others,0.03,humans/others,0.03,Music/music,0.025,,,,,,,,,,,,,,
 Campus Miraflores,62801ca3ae49cd33b56d4ac2,8640044,2022-05-13 18:10:07,mechanical/explosives,0.184,alerts/horns,0.17,mechanical/others,0.151,mechanical/air_conditioner,0.14300000000000002,humans/others,0.11800000000000001,alerts/siren,0.079,animal/others,0.05,environmental/others,0.027000000000000003,mechanical/impact,0.021,animal/dog,0.019,mechanical/digging,0.018000000000000002,Music/music,0.013000000000000001,,,,,,,,
 Campus Miraflores,62801cf9ae49cd33b56d4ac9,8640044,2022-05-14 17:36:53,environmental/wind,0.504,environmental/others,0.161,alerts/siren,0.078,mechanical/air_conditioner,0.07400000000000001,vehicles/airborne,0.045,animal/others,0.022000000000000002,environmental/rain,0.019,humans/others,0.019,Music/music,0.018000000000000002,alerts/horns,0.017,mechanical/others,0.013999999999999999,vehicles/others,0.011000000000000001,animal/bird,0.01,,,,,,
 Campus Miraflores,62801d09ae49cd33b56d4aca,8640044,2022-05-13 16:22:01,alerts/siren,0.24100000000000002,mechanical/air_conditioner,0.223,mechanical/others,0.20199999999999999,environmental/wind,0.098,animal/others,0.08,Music/music,0.043,alerts/horns,0.039,animal/dog,0.022000000000000002,humans/others,0.021,,,,,,,,,,,,,,
 Campus Miraflores,62801d3eae49cd33b56d4ace,8640044,2022-05-14 16:50:27,alerts/siren,0.33799999999999997,mechanical/others,0.322,mechanical/air_conditioner,0.161,alerts/horns,0.055999999999999994,Music/music,0.034,animal/others,0.03,humans/others,0.021,vehicles/airborne,0.015,,,,,,,,,,,,,,,,
 Campus Miraflores,62801d5aae49cd33b56d4ad0,8640044,2022-05-13 16:04:51,alerts/siren,0.358,animal/others,0.131,mechanical/air_conditioner,0.107,vehicles/airborne,0.08,mechanical/others,0.061,Music/music,0.06,humans/others,0.059000000000000004,alerts/horns,0.047,environmental/wind,0.044000000000000004,animal/dog,0.031,environmental/others,0.011000000000000001,,,,,,,,,,
 Campus Miraflores,62801e11ae49cd33b56d4add,8640044,2022-05-14 00:05:41,alerts/siren,0.37,Music/music,0.151,mechanical/others,0.09699999999999999,alerts/horns,0.08900000000000001,mechanical/air_conditioner,0.076,environmental/others,0.075,humans/others,0.039,environmental/wind,0.037000000000000005,animal/others,0.024,animal/dog,0.019,,,,,,,,,,,,
 Campus Miraflores,62801e34ae49cd33b56d4ae0,8640044,2022-05-13 13:25:16,environmental/wind,0.231,environmental/others,0.22899999999999998,alerts/siren,0.114,vehicles/airborne,0.1,alerts/horns,0.08,humans/others,0.053,mechanical/air_conditioner,0.048,Music/music,0.042,mechanical/others,0.040999999999999995,environmental/rain,0.033,animal/bird,0.012,,,,,,,,,,
 Campus Miraflores,62801ef9ae49cd33b56d4af0,8640044,2022-05-14 01:44:43,vehicles/others,0.353,environmental/wind,0.35,environmental/rain,0.12,mechanical/others,0.059000000000000004,mechanical/air_conditioner,0.032,environmental/others,0.022000000000000002,Music/music,0.021,alerts/siren,0.019,,,,,,,,,,,,,,,,
 Campus Miraflores,62801f99ae49cd33b56d4afc,8640044,2022-05-14 20:00:21,animal/others,0.382,animal/bird,0.28600000000000003,environmental/wind,0.15,humans/others,0.092,animal/dog,0.015,vehicles/airborne,0.012,mechanical/others,0.011000000000000001,,,,,,,,,,,,,,,,,,
 Campus Miraflores,62801ff7ae49cd33b56d4b03,8640044,2022-05-14 16:33:17,alerts/siren,0.33,mechanical/air_conditioner,0.222,mechanical/others,0.111,animal/dog,0.09,humans/others,0.075,Music/music,0.068,animal/others,0.043,alerts/horns,0.02,animal/bird,0.011000000000000001,,,,,,,,,,,,,,
 Campus Miraflores,62802005ae49cd33b56d4b04,8640044,2022-05-14 16:38:20,environmental/wind,0.474,mechanical/others,0.21,alerts/siren,0.063,mechanical/air_conditioner,0.06,animal/bird,0.046,environmental/others,0.036000000000000004,Music/music,0.025,alerts/horns,0.022000000000000002,vehicles/others,0.021,humans/others,0.013999999999999999,environmental/rain,0.011000000000000001,,,,,,,,,,
 Campus Miraflores,62802047ae49cd33b56d4b08,8640044,2022-05-14 16:18:08,environmental/wind,0.32899999999999996,alerts/siren,0.205,environmental/others,0.128,vehicles/airborne,0.084,environmental/rain,0.07,mechanical/air_conditioner,0.039,animal/others,0.031,mechanical/others,0.025,alerts/horns,0.024,Music/music,0.024,humans/others,0.013999999999999999,,,,,,,,,,
 Campus Miraflores,6280208cae49cd33b56d4b0d,8640044,2022-05-13 18:43:27,animal/bird,0.35100000000000003,humans/others,0.25,animal/others,0.154,environmental/wind,0.11599999999999999,animal/dog,0.07400000000000001,alerts/siren,0.027999999999999997,Music/music,0.016,,,,,,,,,,,,,,,,,,
 Campus Miraflores,628020a8ae49cd33b56d4b0f,8640044,2022-05-13 19:17:48,alerts/siren,0.316,mechanical/others,0.294,mechanical/air_conditioner,0.17,alerts/horns,0.057999999999999996,environmental/wind,0.057999999999999996,animal/others,0.034,Music/music,0.024,animal/dog,0.016,humans/others,0.013000000000000001,,,,,,,,,,,,,,
 Campus Miraflores,628020ddae49cd33b56d4b13,8640044,2022-05-14 09:04:48,alerts/siren,0.374,Music/music,0.14300000000000002,mechanical/others,0.11900000000000001,environmental/wind,0.109,animal/others,0.09300000000000001,alerts/horns,0.057999999999999996,humans/others,0.031,animal/dog,0.023,animal/bird,0.021,environmental/others,0.015,,,,,,,,,,,,
 Campus Miraflores,628020efae49cd33b56d4b14,8640044,2022-05-13 22:48:58,environmental/wind,0.552,mechanical/air_conditioner,0.08800000000000001,animal/others,0.07200000000000001,alerts/siren,0.061,mechanical/others,0.048,Music/music,0.04,environmental/rain,0.033,environmental/others,0.024,alerts/horns,0.022000000000000002,animal/dog,0.017,humans/others,0.015,animal/bird,0.012,vehicles/airborne,0.01,,,,,,
 Campus Miraflores,6280210bae49cd33b56d4b16,8640044,2022-05-13 15:59:48,environmental/wind,0.228,animal/others,0.193,alerts/siren,0.157,Music/music,0.08,mechanical/air_conditioner,0.065,humans/others,0.055,animal/bird,0.054000000000000006,animal/dog,0.048,environmental/others,0.047,mechanical/others,0.04,alerts/horns,0.016,,,,,,,,,,
 Campus Miraflores,62802132ae49cd33b56d4b19,8640044,2022-05-13 14:01:39,environmental/wind,0.35,environmental/waves,0.142,mechanical/air_conditioner,0.122,mechanical/others,0.113,humans/others,0.078,vehicles/airborne,0.048,vehicles/others,0.047,animal/others,0.023,animal/bird,0.021,environmental/others,0.016,alerts/siren,0.013000000000000001,,,,,,,,,,
 Campus Miraflores,62802166ae49cd33b56d4b1d,8640044,2022-05-13 16:46:14,environmental/wind,0.16399999999999998,vehicles/airborne,0.162,mechanical/air_conditioner,0.159,alerts/siren,0.128,mechanical/others,0.09300000000000001,alerts/horns,0.07,Music/music,0.062,animal/others,0.051,environmental/others,0.049,humans/others,0.032,animal/bird,0.012,,,,,,,,,,
 Campus Miraflores,62802180ae49cd33b56d4b1f,8640044,2022-05-13 17:30:42,alerts/siren,0.35,mechanical/others,0.19699999999999998,mechanical/air_conditioner,0.109,environmental/others,0.076,humans/others,0.07,alerts/horns,0.063,animal/dog,0.039,animal/others,0.035,Music/music,0.024,environmental/wind,0.017,,,,,,,,,,,,
 Campus Miraflores,6280218cae49cd33b56d4b20,8640044,2022-05-14 17:01:32,environmental/wind,0.331,environmental/others,0.319,humans/others,0.075,environmental/rain,0.052000000000000005,mechanical/air_conditioner,0.05,Music/music,0.036000000000000004,animal/others,0.036000000000000004,alerts/siren,0.032,animal/bird,0.024,vehicles/airborne,0.017,,,,,,,,,,,,
 Campus Miraflores,628021c0ae49cd33b56d4b24,8640044,2022-05-13 20:19:25,alerts/siren,0.364,mechanical/others,0.185,Music/music,0.07400000000000001,mechanical/air_conditioner,0.071,environmental/wind,0.055,humans/others,0.055,alerts/horns,0.051,animal/others,0.051,environmental/others,0.04,vehicles/airborne,0.025,animal/dog,0.012,,,,,,,,,,
 Campus Miraflores,628021daae49cd33b56d4b26,8640044,2022-05-13 18:52:32,environmental/wind,0.244,animal/others,0.201,animal/bird,0.16,alerts/siren,0.142,mechanical/others,0.087,humans/others,0.057,animal/dog,0.046,Music/music,0.036000000000000004,,,,,,,,,,,,,,,,
 Campus Miraflores,6280222aae49cd33b56d4b2c,8640044,2022-05-14 15:07:26,alerts/siren,0.353,environmental/wind,0.10800000000000001,vehicles/airborne,0.08,animal/others,0.07200000000000001,environmental/others,0.071,alerts/horns,0.064,Music/music,0.057,mechanical/air_conditioner,0.055999999999999994,humans/others,0.055,mechanical/others,0.048,animal/dog,0.013000000000000001,animal/bird,0.013000000000000001,,,,,,,,
 Campus Miraflores,628022d3ae49cd33b56d4b38,8640044,2022-05-14 14:42:11,Music/music,0.348,mechanical/air_conditioner,0.22399999999999998,mechanical/digging,0.168,alerts/horns,0.07,alerts/siren,0.047,mechanical/others,0.046,mechanical/impact,0.018000000000000002,humans/others,0.018000000000000002,animal/dog,0.018000000000000002,animal/others,0.015,animal/bird,0.012,environmental/others,0.011000000000000001,,,,,,,,
 Campus Miraflores,6280231bae49cd33b56d4b3d,8640044,2022-05-13 18:31:18,alerts/siren,0.207,humans/others,0.153,mechanical/others,0.149,animal/bird,0.10800000000000001,environmental/wind,0.094,mechanical/air_conditioner,0.083,vehicles/airborne,0.055999999999999994,Music/music,0.044000000000000004,animal/dog,0.025,animal/others,0.02,vehicles/others,0.015,mechanical/digging,0.011000000000000001,environmental/others,0.01,,,,,,
 Campus Miraflores,62802327ae49cd33b56d4b3e,8640044,2022-05-13 23:58:37,alerts/horns,0.213,mechanical/air_conditioner,0.162,mechanical/explosives,0.152,humans/others,0.149,mechanical/others,0.14300000000000002,mechanical/impact,0.045,alerts/siren,0.032,environmental/others,0.024,animal/others,0.022000000000000002,mechanical/digging,0.022000000000000002,Music/music,0.018000000000000002,,,,,,,,,,
 Campus Miraflores,6280233dae49cd33b56d4b40,8640044,2022-05-14 16:54:29,environmental/wind,0.703,mechanical/air_conditioner,0.092,vehicles/others,0.065,animal/others,0.046,environmental/rain,0.02,Music/music,0.018000000000000002,animal/bird,0.011000000000000001,mechanical/others,0.01,,,,,,,,,,,,,,,,
 Campus Miraflores,628023acae49cd33b56d4b48,8640044,2022-05-14 19:42:10,animal/bird,0.373,humans/others,0.2,animal/dog,0.10300000000000001,animal/others,0.073,alerts/siren,0.06,environmental/wind,0.055,environmental/others,0.048,mechanical/others,0.021,mechanical/air_conditioner,0.019,environmental/rain,0.019,Music/music,0.015,,,,,,,,,,
 Campus Miraflores,62802450ae49cd33b56d4b4c,8640044,2022-05-14 18:42:34,alerts/siren,0.16899999999999998,animal/others,0.131,environmental/wind,0.128,environmental/others,0.109,Music/music,0.1,mechanical/others,0.1,vehicles/airborne,0.081,humans/others,0.052000000000000005,alerts/horns,0.046,mechanical/air_conditioner,0.035,environmental/rain,0.019,animal/dog,0.019,,,,,,,,
 Campus Miraflores,6280245dae49cd33b56d4b4d,8640044,2022-05-13 16:58:22,alerts/siren,0.251,mechanical/others,0.193,environmental/wind,0.126,humans/others,0.08,Music/music,0.08,alerts/horns,0.064,animal/others,0.06,mechanical/air_conditioner,0.053,animal/dog,0.051,animal/bird,0.025,,,,,,,,,,,,
 Campus Miraflores,628024acae49cd33b56d4b53,8640044,2022-05-13 18:37:22,alerts/siren,0.33399999999999996,mechanical/others,0.301,mechanical/air_conditioner,0.17800000000000002,alerts/horns,0.047,animal/others,0.040999999999999995,Music/music,0.034,animal/dog,0.017,humans/others,0.017,,,,,,,,,,,,,,,,
 Campus Miraflores,628024b6ae49cd33b56d4b54,8640044,2022-05-14 17:38:55,animal/bird,0.636,animal/others,0.177,animal/dog,0.083,humans/others,0.079,mechanical/air_conditioner,0.012,,,,,,,,,,,,,,,,,,,,,,
 Campus Miraflores,628024c9ae49cd33b56d4b55,8640044,2022-05-13 15:52:44,alerts/siren,0.27,environmental/others,0.24100000000000002,Music/music,0.09,environmental/wind,0.087,humans/others,0.08,mechanical/others,0.067,animal/others,0.062,animal/dog,0.028999999999999998,alerts/horns,0.023,mechanical/air_conditioner,0.022000000000000002,environmental/rain,0.012,,,,,,,,,,
 Campus Miraflores,628024ffae49cd33b56d4b59,8640044,2022-05-14 14:52:17,environmental/wind,0.34600000000000003,alerts/siren,0.158,Music/music,0.11,animal/others,0.08800000000000001,mechanical/others,0.057,animal/dog,0.053,mechanical/air_conditioner,0.048,humans/others,0.045,environmental/others,0.03,alerts/horns,0.027999999999999997,animal/bird,0.016,environmental/rain,0.013999999999999999,,,,,,,,
 Campus Miraflores,62802510ae49cd33b56d4b5a,8640044,2022-05-13 23:29:21,alerts/siren,0.442,environmental/wind,0.16399999999999998,mechanical/others,0.071,alerts/horns,0.061,humans/others,0.053,animal/others,0.053,Music/music,0.04,mechanical/air_conditioner,0.04,vehicles/airborne,0.035,animal/bird,0.015,environmental/others,0.011000000000000001,,,,,,,,,,
 Campus Miraflores,6280256fae49cd33b56d4b62,8640044,2022-05-13 14:54:08,environmental/wind,0.322,alerts/siren,0.21,mechanical/air_conditioner,0.14800000000000002,mechanical/others,0.076,Music/music,0.051,alerts/horns,0.045,environmental/others,0.033,humans/others,0.03,animal/others,0.027000000000000003,vehicles/airborne,0.02,animal/bird,0.013000000000000001,vehicles/others,0.01,,,,,,,,
 Campus Miraflores,62802658ae49cd33b56d4b74,8640044,2022-05-13 23:32:22,alerts/siren,0.316,mechanical/air_conditioner,0.24,alerts/horns,0.122,mechanical/others,0.102,animal/dog,0.071,Music/music,0.031,animal/others,0.027999999999999997,mechanical/explosives,0.026000000000000002,humans/others,0.025,mechanical/digging,0.013000000000000001,environmental/others,0.011000000000000001,,,,,,,,,,
 Campus Miraflores,62802665ae49cd33b56d4b75,8640044,2022-05-14 00:09:43,alerts/siren,0.38299999999999995,mechanical/others,0.155,alerts/horns,0.13699999999999998,mechanical/air_conditioner,0.084,vehicles/airborne,0.078,Music/music,0.05,environmental/wind,0.049,animal/others,0.024,humans/others,0.018000000000000002,,,,,,,,,,,,,,
 Campus Miraflores,6280267fae49cd33b56d4b77,8640044,2022-05-14 00:30:56,environmental/wind,0.35700000000000004,environmental/others,0.174,alerts/siren,0.149,vehicles/airborne,0.069,mechanical/others,0.057,environmental/rain,0.04,animal/others,0.031,humans/others,0.028999999999999998,mechanical/air_conditioner,0.024,alerts/horns,0.023,Music/music,0.022000000000000002,,,,,,,,,,
 Campus Miraflores,628026a8ae49cd33b56d4b7a,8640044,2022-05-13 21:46:18,alerts/siren,0.28600000000000003,mechanical/others,0.16,humans/others,0.131,mechanical/air_conditioner,0.115,animal/others,0.07200000000000001,environmental/others,0.064,animal/dog,0.040999999999999995,environmental/wind,0.031,Music/music,0.031,animal/bird,0.027999999999999997,alerts/horns,0.026000000000000002,,,,,,,,,,
 Campus Miraflores,628026dcae49cd33b56d4b7e,8640044,2022-05-13 22:50:59,environmental/wind,0.466,Music/music,0.15,humans/others,0.064,mechanical/others,0.064,environmental/others,0.06,alerts/siren,0.052000000000000005,mechanical/air_conditioner,0.036000000000000004,alerts/horns,0.027000000000000003,environmental/rain,0.024,vehicles/airborne,0.015,animal/others,0.013000000000000001,animal/dog,0.011000000000000001,,,,,,,,
 Campus Miraflores,628027aeae49cd33b56d4b8e,8640044,2022-05-13 13:55:35,alerts/siren,0.247,environmental/others,0.157,mechanical/air_conditioner,0.132,mechanical/others,0.111,humans/others,0.10800000000000001,animal/others,0.066,Music/music,0.053,environmental/wind,0.028999999999999998,animal/dog,0.027999999999999997,environmental/rain,0.019,alerts/horns,0.015,animal/bird,0.013000000000000001,mechanical/digging,0.01,,,,,,
 Campus Miraflores,628027cbae49cd33b56d4b90,8640044,2022-05-13 20:02:14,animal/bird,0.772,animal/others,0.131,environmental/wind,0.052000000000000005,humans/others,0.02,mechanical/others,0.012,,,,,,,,,,,,,,,,,,,,,,
 Campus Miraflores,628027fcae49cd33b56d4b94,8640044,2022-05-13 22:02:28,alerts/siren,0.336,environmental/wind,0.299,alerts/horns,0.098,mechanical/others,0.063,environmental/others,0.05,mechanical/air_conditioner,0.039,Music/music,0.026000000000000002,animal/bird,0.024,animal/others,0.021,vehicles/others,0.015,humans/others,0.012,,,,,,,,,,
 Campus Miraflores,6280283dae49cd33b56d4b99,8640044,2022-05-13 19:42:03,alerts/siren,0.545,mechanical/others,0.184,alerts/horns,0.077,mechanical/air_conditioner,0.071,environmental/wind,0.044000000000000004,animal/others,0.024,Music/music,0.022000000000000002,humans/others,0.012,,,,,,,,,,,,,,,,
 Campus Miraflores,628028a7ae49cd33b56d4ba0,8640044,2022-05-14 19:34:05,animal/bird,0.647,humans/others,0.105,animal/dog,0.069,environmental/others,0.061,animal/others,0.038,environmental/rain,0.037000000000000005,environmental/wind,0.032,,,,,,,,,,,,,,,,,,
